SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
BAJAJCON,EQ,230,230.45,221.2,224.15,225,227.5,127792,28686906.75,31-JAN-2020,4520,INE933K01021,
BALAMINES,EQ,467,476.3,463.05,471.85,472.45,458.55,55123,25915092.95,29-JAN-2020,2617,INE050E01027,
BAJAJELEC,EQ,383.1,383.7,376,378.95,377.4,383.1,39576,14999850,30-JAN-2020,2075,INE193E01025,
BAJAJELEC,EQ,380.1,382,371.1,373.55,372,378.95,49848,18752061.85,31-JAN-2020,2631,INE193E01025,
BALAXI,EQ,71.05,79,69.9,73.05,79,72.85,2142,155151.65,29-JAN-2020,82,INE618N01014,
BAJAJFINSV,EQ,9924,9950,9603.35,9639.65,9621.65,9894.25,412825,4018470103.2,30-JAN-2020,48856,INE918I01018,
BAJAJFINSV,EQ,9708,9708,9410,9441.4,9465,9639.65,329541,3140461200.9,31-JAN-2020,38729,INE918I01018,
BALKRISHNA,BE,18.25,18.25,17.7,18,18.25,17.4,636,11336.05,29-JAN-2020,14,INE875R01011,
BAJAJHIND,EQ,6.5,6.5,6.3,6.4,6.45,6.45,967662,6185230.6,30-JAN-2020,896,INE306A01021,
BAJAJHIND,EQ,6.45,6.55,6.3,6.35,6.35,6.4,916833,5858673.25,31-JAN-2020,1090,INE306A01021,
BALKRISIND,EQ,1086.4,1103,1075.8,1084.25,1085,1081.05,402633,439215080.15,29-JAN-2020,12192,INE787D01026,
BAJAJHLDNG,EQ,3435,3482.8,3356.5,3393.85,3391.25,3417.3,48165,164936754.95,30-JAN-2020,7330,INE118A01012,
BAJAJHLDNG,EQ,3393.85,3500,3350,3454.3,3465,3393.85,80743,275621373.65,31-JAN-2020,8102,INE118A01012,
BALLARPUR,BE,0.55,0.6,0.55,0.55,0.6,0.55,2177950,1266931.15,29-JAN-2020,330,INE294A01037,
BAJFINANCE,EQ,4464,4485,4344.85,4364.3,4358,4419,3577774,15785570265.3,30-JAN-2020,232582,INE296A01024,
BAJFINANCE,EQ,4370,4420.1,4333.8,4365.9,4380.1,4364.3,1736927,7606434149.4,31-JAN-2020,122885,INE296A01024,
BALMLAWRIE,EQ,123.3,124.4,117.3,121.35,121.05,123.2,130960,15954526.85,29-JAN-2020,2560,INE164A01016,
BALAJITELE,EQ,55.4,56.3,53.25,55,54.55,55.25,134577,7370355.7,30-JAN-2020,688,INE794B01026,
BALAJITELE,EQ,55.35,55.8,53.25,54.45,53.4,55,52114,2857598.1,31-JAN-2020,735,INE794B01026,
BALPHARMA,EQ,49.25,50.9,48,48.7,48.9,49.5,10285,508094.75,29-JAN-2020,221,INE083D01012,
BALAMINES,EQ,472.15,477.5,431.2,436.4,433.05,471.85,105075,46742793.25,30-JAN-2020,4525,INE050E01027,
BALAMINES,EQ,425,427.9,381,387.3,389,436.4,184283,72632571.5,31-JAN-2020,8103,INE050E01027,
BALRAMCHIN,EQ,168.4,175.8,168.4,174.5,175,167.4,916779,159004108.8,29-JAN-2020,8846,INE119A01028,
BALAXI,EQ,73.05,80.35,72.1,80.35,80.35,73.05,4914,381988.1,30-JAN-2020,176,INE618N01014,
BALAXI,EQ,86.9,86.9,74.05,81.95,82.95,80.35,5084,423588.9,31-JAN-2020,319,INE618N01014,
BANARBEADS,EQ,34.9,34.9,33.25,33.5,33.25,34.4,286,9539.1,29-JAN-2020,16,INE655B01011,
BALKRISHNA,BE,17.4,18.7,17.1,18.4,18.55,18,2242,40380.65,30-JAN-2020,23,INE875R01011,
BALKRISHNA,BE,18.4,19.05,17.5,18,18.9,18.4,2005,36689.25,31-JAN-2020,21,INE875R01011,
BANARISUG,EQ,1463.45,1515,1463.45,1512.7,1515,1475,324,485888.95,29-JAN-2020,176,INE459A01010,
BALKRISIND,EQ,1085,1094.95,1075,1086.6,1085.85,1084.25,433616,470969537.6,30-JAN-2020,8231,INE787D01026,
BALKRISIND,EQ,1086.5,1097,1061.75,1069.85,1071.45,1086.6,271802,293881724.55,31-JAN-2020,7319,INE787D01026,
BANCOINDIA,EQ,104,104.85,103,103.1,103,103.75,26082,2709406.55,29-JAN-2020,788,INE213C01025,
BALLARPUR,BE,0.6,0.6,0.55,0.6,0.6,0.55,2394577,1430495.6,30-JAN-2020,288,INE294A01037,
BALLARPUR,BE,0.65,0.65,0.55,0.65,0.65,0.6,2270232,1412292.35,31-JAN-2020,433,INE294A01037,
BANDHANBNK,EQ,465,466,445.25,451.15,451.2,462.3,2273052,1032778806,29-JAN-2020,80123,INE545U01014,
BALMLAWRIE,EQ,121.1,122,120.5,120.9,121,121.35,55731,6765511.25,30-JAN-2020,1306,INE164A01016,
BALMLAWRIE,EQ,121.1,122.65,120,120.25,120.4,120.9,97053,11732281.8,31-JAN-2020,1632,INE164A01016,
BANG,EQ,23.2,23.95,22.15,22.6,22.95,22.6,1671,37955.85,29-JAN-2020,37,INE863I01016,
BALPHARMA,EQ,48.9,48.95,46.2,47.05,47.4,48.7,7315,345934.1,30-JAN-2020,160,INE083D01012,
BALPHARMA,EQ,47.65,48.5,46.5,46.6,47.35,47.05,4580,214752.45,31-JAN-2020,136,INE083D01012,
BANKBARODA,EQ,93.75,94.2,93.35,93.7,93.65,93.2,14424795,1351891465.25,29-JAN-2020,27058,INE028A01039,
BALRAMCHIN,EQ,175,175.25,167.6,170.45,169.45,174.5,576228,98392804.6,30-JAN-2020,5243,INE119A01028,
BALRAMCHIN,EQ,170.3,171.4,165.3,166.2,166.15,170.45,735766,123136135.3,31-JAN-2020,9129,INE119A01028,
BANKBEES,EQ,314.55,316.9,314.55,315.53,315.69,314.13,39598,12509506.57,29-JAN-2020,2526,INF204KB15I9,
BANARBEADS,EQ,35.8,35.8,32,33.8,34.8,33.5,1185,38228.35,30-JAN-2020,168,INE655B01011,
BANARBEADS,EQ,34.75,37.15,33.65,37.15,37.15,33.8,11295,402785.65,31-JAN-2020,217,INE655B01011,
BANKINDIA,EQ,66.9,67.2,66.2,66.45,66.35,66.3,846686,56462973.2,29-JAN-2020,4579,INE084A01016,
BANARISUG,EQ,1548,1548,1460,1481.65,1480,1512.7,435,650327,30-JAN-2020,198,INE459A01010,
BANARISUG,EQ,1422.05,1489.75,1422.05,1462,1461,1481.65,262,383933.3,31-JAN-2020,176,INE459A01010,
BANSWRAS,BE,116.8,124,116.8,119.7,120.5,121.1,7717,937207.2,29-JAN-2020,59,INE629D01012,
BANCOINDIA,EQ,103,104.3,102,102.8,102.95,103.1,18268,1877818.25,30-JAN-2020,715,INE213C01025,
BANCOINDIA,EQ,103.9,103.95,101,102.7,103.7,102.8,21336,2178739.35,31-JAN-2020,637,INE213C01025,
BARTRONICS,BE,1.3,1.3,1.3,1.3,1.3,1.3,870,1131,29-JAN-2020,5,INE855F01034,
BANDHANBNK,EQ,451,451.1,435,437.7,436.8,451.15,1803225,797909310.1,30-JAN-2020,63935,INE545U01014,
BANDHANBNK,EQ,446,459.75,446,450.35,450.4,437.7,2762309,1248650446.15,31-JAN-2020,68888,INE545U01014,
BASF,EQ,1010,1020.85,996,1001.9,1002,1009,26806,27052978.8,29-JAN-2020,3832,INE373A01013,
BANG,EQ,22.35,22.85,21.4,22.35,22.45,22.6,3143,69590.8,30-JAN-2020,27,INE863I01016,
BANG,EQ,21.8,22.7,20.15,20.8,20.25,22.35,2042,43958.2,31-JAN-2020,42,INE863I01016,
BASML,EQ,132.15,144,132.1,138.05,138.6,131.2,3857,538398.35,29-JAN-2020,83,INE186H01014,
BANKA,SM,72,72,72,72,72,68.6,1200,86400,30-JAN-2020,1,INE862Y01015,
BANKBARODA,EQ,93.5,94.1,92.4,92.7,92.45,93.1,22498038,2098088961.1,31-JAN-2020,42699,INE028A01039,
BATAINDIA,EQ,1840,1860,1822,1856.35,1855,1833.25,451969,833043804,29-JAN-2020,19036,INE176A01028,
BANKBARODA,EQ,93.5,93.55,92,93.1,93,93.7,18403471,1706524914.5,30-JAN-2020,36972,INE028A01039,
BANKBEES,EQ,315.35,317.35,313.5,316.9,315,312.71,2346565,741853983.58,31-JAN-2020,7293,INF204KB15I9,
BAYERCROP,EQ,4118,4150,4090,4122.2,4134,4081.8,8916,36722888.15,29-JAN-2020,1646,INE462A01022,
BANKBEES,EQ,315.6,315.6,312,312.71,312.1,315.53,199110,62302384.97,30-JAN-2020,4054,INF204KB15I9,
BANKINDIA,EQ,66.55,68.95,65.15,67.8,68.7,66.1,6726700,450817159.65,31-JAN-2020,23110,INE084A01016,
BBL,EQ,852.4,860,850,854.7,856,846.95,2418,2064485.05,29-JAN-2020,283,INE464A01028,
BANKINDIA,EQ,67,67,65.8,66.1,65.85,66.45,728343,48218096.05,30-JAN-2020,3875,INE084A01016,
BANSWRAS,BE,122.45,122.45,115,119.5,121,118.45,5272,621545.2,31-JAN-2020,94,INE629D01012,
BBTC,EQ,1180,1203.8,1170.15,1188.75,1184,1169.3,163235,194092420.15,29-JAN-2020,8542,INE050A01025,
BANSWRAS,BE,124.9,124.9,116.55,118.45,118.45,119.7,2632,310784.65,30-JAN-2020,33,INE629D01012,
BARTRONICS,BE,1.25,1.3,1.25,1.25,1.25,1.25,4183,5328.25,31-JAN-2020,14,INE855F01034,
BCG,BE,4.55,4.95,4.55,4.95,4.95,4.75,452806,2148928.7,29-JAN-2020,303,INE425B01027,
BARTRONICS,BE,1.25,1.3,1.25,1.25,1.25,1.3,2222,2782.5,30-JAN-2020,8,INE855F01034,
BASF,EQ,993.95,1001,985,989.4,991.3,989.1,20247,20088978.95,31-JAN-2020,1387,INE373A01013,
BCP,BE,22.4,22.4,20.9,21.7,21,22,69624,1484629,29-JAN-2020,112,INE905P01028,
BASF,EQ,1003.95,1010,984.05,989.1,986.2,1001.9,15063,14968942.2,30-JAN-2020,2609,INE373A01013,
BASML,EQ,132.7,134,132.05,134,134,132.8,942,125454.65,31-JAN-2020,40,INE186H01014,
BDL,EQ,297.95,310.95,296,303.2,303.35,295.5,106612,32480261.25,29-JAN-2020,3783,INE171Z01018,
BASML,EQ,135,137.05,132.6,132.8,132.6,138.05,1290,173561.4,30-JAN-2020,40,INE186H01014,
BATAINDIA,EQ,1840,1842,1796.85,1801.85,1804.4,1826.95,278726,505035395.95,31-JAN-2020,12005,INE176A01028,
BEARDSELL,BE,8.6,9.25,8.6,9,9,9.05,6559,58919,29-JAN-2020,34,INE520H01022,
BATAINDIA,EQ,1855,1855,1820,1826.95,1835,1856.35,349924,641865993.95,30-JAN-2020,17986,INE176A01028,
BAYERCROP,EQ,4100.1,4145,4097.5,4130.1,4130,4131.6,4303,17751763.25,31-JAN-2020,1763,INE462A01022,
BEDMUTHA,BE,16.5,16.5,15.8,16.5,16.5,16.4,324,5197.6,29-JAN-2020,5,INE844K01012,
BAYERCROP,EQ,4168.9,4168.9,4120,4131.6,4130,4122.2,5243,21703174.65,30-JAN-2020,1031,INE462A01022,
BBL,EQ,887.4,914,874.3,882.05,879,854.3,51331,46026071.5,31-JAN-2020,4001,INE464A01028,
BEL,EQ,100.9,101.15,99.7,100.55,100.55,100.2,9448518,947578632.05,29-JAN-2020,21837,INE263A01024,
BBL,EQ,862.3,865.05,842,854.3,857,854.7,6427,5498080.9,30-JAN-2020,475,INE464A01028,
BBTC,EQ,1155.95,1157.85,1124,1132.25,1125,1149.5,58867,67001618,31-JAN-2020,3474,INE050A01025,
BEML,EQ,986,999.8,985,988.75,985.95,988.4,134845,133815609.75,29-JAN-2020,4790,INE258A01016,
BBTC,EQ,1191.95,1196.7,1140.15,1149.5,1145,1188.75,88218,103058892,30-JAN-2020,5800,INE050A01025,
BCG,BE,5.4,5.4,5.4,5.4,5.4,5.15,70089,378480.6,31-JAN-2020,45,INE425B01027,
BEPL,EQ,54.2,54.9,52.05,52.5,52.3,53.8,375252,19938164.2,29-JAN-2020,4420,INE922A01025,
BBTCL,SM,31,31.5,31,31.5,31.5,33,6000,187500,30-JAN-2020,2,INE01EE01011,
BCONCEPTS,SM,26.25,26.25,26.25,26.25,26.25,26,3000,78750,31-JAN-2020,1,INE977Y01011,
BERGEPAINT,EQ,561.85,574.85,560.75,572.95,574.45,560.75,1127008,641302568.7,29-JAN-2020,16811,INE463A01038,
BCG,BE,5.15,5.15,5.15,5.15,5.15,4.95,52487,270308.05,30-JAN-2020,40,INE425B01027,
BCP,BE,19.65,21.65,19.65,21.1,21.65,20.65,243462,5027061.35,31-JAN-2020,183,INE905P01028,
BETA,SM,70.1,74.35,70.1,71.05,71,73.5,4000,286120,29-JAN-2020,5,INE351Y01019,
BCP,BE,20.65,21.35,20.65,20.65,20.65,21.7,141626,2939686.9,30-JAN-2020,50,INE905P01028,
BDL,EQ,298.45,301.5,288.25,290.25,288.8,298.45,58563,17173843.9,31-JAN-2020,3120,INE171Z01018,
BFINVEST,EQ,324.7,325.05,316.65,319.25,319,321.8,40240,12888290.7,29-JAN-2020,1289,INE878K01010,
BDL,EQ,302,306.5,294.6,298.45,298.5,303.2,60075,18124307.55,30-JAN-2020,2508,INE171Z01018,
BEARDSELL,BE,8.85,9.5,8.85,9.5,9.5,9.3,81,731.15,31-JAN-2020,6,INE520H01022,
BFUTILITIE,EQ,326,327.5,307.35,308.95,309.15,323.5,228613,72171156.1,29-JAN-2020,7707,INE243D01012,
BEARDSELL,BE,9,9.3,8.6,9.3,9.3,9,2001,18490.8,30-JAN-2020,7,INE520H01022,
BEDMUTHA,BE,16.6,16.6,16.45,16.45,16.45,16.45,604,10026.1,31-JAN-2020,3,INE844K01012,
BGLOBAL,BE,1.4,1.4,1.4,1.4,1.4,1.35,1461,2045.4,29-JAN-2020,6,INE224M01013,
BEDMUTHA,BE,16.5,16.5,16.4,16.45,16.45,16.5,202,3318,30-JAN-2020,4,INE844K01012,
BEL,EQ,96.25,99,89.9,90.65,90.1,100.75,56582665,5226883008.7,31-JAN-2020,177997,INE263A01024,
BGRENERGY,EQ,40.5,42.1,39,39.75,39.85,40.3,540996,21972863.5,29-JAN-2020,3341,INE661I01014,
BEL,EQ,101.25,103.45,100.3,100.75,100.65,100.55,11213059,1143054178.55,30-JAN-2020,34617,INE263A01024,
BEML,EQ,983.5,985.85,962,976.9,976.5,982.05,219289,213549617.4,31-JAN-2020,9489,INE258A01016,
BHAGERIA,EQ,115.95,117.95,114.05,114.5,114.05,113.5,14926,1725551.3,29-JAN-2020,325,INE354C01027,
BEML,EQ,993.7,993.7,976.9,982.05,981.9,988.75,136679,134499777.3,30-JAN-2020,4998,INE258A01016,
BEPL,EQ,51.2,52,49.6,49.95,50,50.65,248028,12602438.95,31-JAN-2020,3234,INE922A01025,
BHAGYANGR,EQ,22,22.45,21.3,21.5,21.3,21.6,3008,65218.95,29-JAN-2020,54,INE458B01036,
BEPL,EQ,52.5,52.85,50.5,50.65,50.5,52.5,289370,14803066.75,30-JAN-2020,5078,INE922A01025,
BERGEPAINT,EQ,568,574.5,557.5,560.15,560.1,569.95,1210461,685921835.25,31-JAN-2020,19370,INE463A01038,
BHAGYAPROP,EQ,22.8,23.75,22.8,23.75,23.75,22.95,5907,135954.6,29-JAN-2020,71,INE363W01018,
BERGEPAINT,EQ,576,579.9,563.65,569.95,568,572.95,1779645,1017701806.05,30-JAN-2020,32511,INE463A01038,
BETA,SM,65.35,65.35,64,65,65,70,52000,3378640,31-JAN-2020,37,INE351Y01019,
BHANDARI,EQ,1.25,1.25,1.15,1.2,1.15,1.25,96472,116392.85,29-JAN-2020,88,INE474E01029,
BETA,SM,68.05,70.05,62.3,70,70,71.05,68800,4499680,30-JAN-2020,49,INE351Y01019,
BFINVEST,EQ,323.65,323.9,318.1,320.05,320,320.65,20862,6675966.85,31-JAN-2020,777,INE878K01010,
BHARATFORG,EQ,499.8,512.7,499.8,505,505,499.8,623861,316511590.55,29-JAN-2020,15885,INE465A01025,
BFINVEST,EQ,320.65,324.8,313,320.65,320.5,319.25,30519,9760317.45,30-JAN-2020,1415,INE878K01010,
BFUTILITIE,EQ,309.7,311,300.3,302.75,302,307.65,85463,26027339.4,31-JAN-2020,2570,INE243D01012,
BHARATGEAR,BE,67.15,67.65,65.05,65.55,66.7,67.35,11010,732584.4,29-JAN-2020,105,INE561C01019,
BFUTILITIE,EQ,310,314,301.1,307.65,307,308.95,211502,64938004.15,30-JAN-2020,5914,INE243D01012,
BGLOBAL,BE,1.45,1.45,1.35,1.4,1.4,1.4,35502,47999.4,31-JAN-2020,12,INE224M01013,
BHARATRAS,EQ,6495,6680,6444,6486,6451,6422.6,961,6255410.8,29-JAN-2020,375,INE838B01013,
BGLOBAL,BE,1.4,1.45,1.4,1.4,1.4,1.4,7108,9956.6,30-JAN-2020,9,INE224M01013,
BGRENERGY,EQ,39.3,39.9,38.1,38.3,39,38.9,98013,3801836.95,31-JAN-2020,954,INE661I01014,
BHARATWIRE,EQ,27.55,28.9,27.05,27.9,28,27.9,17228,473558.8,29-JAN-2020,462,INE316L01019,
BGRENERGY,EQ,39.65,40.3,38.6,38.9,39.1,39.75,215187,8467576.15,30-JAN-2020,1491,INE661I01014,
BHAGERIA,EQ,116.5,116.5,112.5,113.75,113,114.6,9435,1074201.85,31-JAN-2020,457,INE354C01027,
BHARTIARTL,EQ,493.1,501.4,488.25,490.25,490.7,491.25,19668016,9708706048.55,29-JAN-2020,175835,INE397D01024,
BHAGERIA,EQ,116.4,122,113.6,114.6,114.5,114.5,22285,2568725.55,30-JAN-2020,529,INE354C01027,
BHAGYANGR,EQ,22.4,22.4,20.4,20.85,20.4,21.3,3992,83580.55,31-JAN-2020,76,INE458B01036,
BHEL,EQ,43.7,45.1,43.6,44.55,44.6,43.3,15586751,693835754.55,29-JAN-2020,26190,INE257A01026,
BHAGYANGR,EQ,21.5,21.55,20.65,21.3,21.4,21.5,4949,104101.3,30-JAN-2020,80,INE458B01036,
BHAGYAPROP,EQ,23.2,23.2,22.75,22.95,22.75,23.5,3265,75032.2,31-JAN-2020,40,INE363W01018,
BIGBLOC,BE,38,38,37.75,37.75,37.75,38.25,355,13426.25,29-JAN-2020,5,INE412U01017,
BHAGYAPROP,EQ,24.75,24.75,21.25,23.5,23.5,23.75,1193,27900.2,30-JAN-2020,24,INE363W01018,
BHANDARI,EQ,1.2,1.25,1.15,1.25,1.25,1.25,79584,95822.2,31-JAN-2020,61,INE474E01029,
BIL,EQ,173.9,182.55,172.1,179.6,174,173.9,3824,673784.5,29-JAN-2020,295,INE828A01016,
BHANDARI,EQ,1.2,1.25,1.15,1.25,1.25,1.2,99421,117825.7,30-JAN-2020,86,INE474E01029,
BHARATFORG,EQ,499.95,503.5,487.75,490.65,490,499.2,700915,345372963.2,31-JAN-2020,16344,INE465A01025,
BILENERGY,EQ,0.95,0.95,0.9,0.95,0.95,0.9,134198,126579.6,29-JAN-2020,76,INE607L01029,
BHARATFORG,EQ,505,508.9,492.1,499.2,498,505,809937,403539375.1,30-JAN-2020,12834,INE465A01025,
BHARATGEAR,BE,59.2,63.55,59.2,60.4,60,62.3,20889,1243532.2,31-JAN-2020,222,INE561C01019,
BINDALAGRO,EQ,16,16,14.65,14.85,14.9,14.85,32327,486623.5,29-JAN-2020,124,INE143A01010,
BHARATGEAR,BE,65,67.95,62.3,62.3,62.3,65.55,14435,907135.55,30-JAN-2020,194,INE561C01019,
BHARATRAS,EQ,6485,6488.3,6400,6443.1,6464,6447.1,381,2453402.55,31-JAN-2020,149,INE838B01013,
BIOCON,EQ,289.05,303.9,289,297.45,296.85,288.6,7779268,2328370238.3,29-JAN-2020,91524,INE376G01013,
BHARATRAS,EQ,6444,6500,6442,6447.1,6450,6486,463,2995559.75,30-JAN-2020,182,INE838B01013,
BHARATWIRE,EQ,27.05,27.4,26.25,27,27,27.4,20906,563505.3,31-JAN-2020,82,INE316L01019,
BIOFILCHEM,BE,11.85,12.45,11.6,11.95,11.9,12.1,5638,67944.2,29-JAN-2020,68,INE829A01014,
BHARATWIRE,EQ,27.75,28.35,27.1,27.4,27.3,27.9,3270,90176.2,30-JAN-2020,120,INE316L01019,
BHARTIARTL,EQ,493.2,499.4,487,496.45,496.65,489.8,18017965,8898482017.9,31-JAN-2020,123516,INE397D01024,
BIRLACABLE,EQ,58.35,59.5,57.9,58.55,57.9,58.35,37461,2198552.5,29-JAN-2020,501,INE800A01015,
BHARTIARTL,EQ,492,492.9,480.1,489.8,487.05,490.25,15055241,7336027610.4,30-JAN-2020,87295,INE397D01024,
BHEL,EQ,44.45,44.6,42.05,42.75,42.75,44.05,14087306,607543646.5,31-JAN-2020,27817,INE257A01026,
BIRLACORPN,EQ,729.7,770,728,751.25,750,731.15,487172,368255537.6,29-JAN-2020,15382,INE340A01012,
BHEL,EQ,44.65,44.65,43.2,44.05,44.15,44.55,14992301,656633483,30-JAN-2020,20703,INE257A01026,
BIGBLOC,BE,38,38,37.5,37.5,37.5,37.75,180,6813.75,31-JAN-2020,3,INE412U01017,
BIRLAMONEY,EQ,35.7,35.7,34.8,34.85,35,34.8,34128,1197033.35,29-JAN-2020,472,INE865C01022,
BIGBLOC,BE,38,38,37.75,37.75,37.75,37.75,161,6102.75,30-JAN-2020,3,INE412U01017,
BIL,EQ,172,178.9,172,175,174.25,173.35,1654,290509.35,31-JAN-2020,359,INE828A01016,
BKMINDST,EQ,0.55,0.55,0.5,0.55,0.55,0.55,10510,5775.5,29-JAN-2020,9,INE831Q01016,
BIL,EQ,183,183,172.7,173.35,173,179.6,714,125081.1,30-JAN-2020,121,INE828A01016,
BILENERGY,EQ,0.9,0.95,0.85,0.9,0.95,0.9,317177,285936.5,31-JAN-2020,130,INE607L01029,
BLBLIMITED,EQ,5,5.1,4.7,5.05,5.1,4.85,48099,241634.4,29-JAN-2020,66,INE791A01024,
BILENERGY,EQ,0.9,0.95,0.9,0.9,0.9,0.95,175393,159220.75,30-JAN-2020,69,INE607L01029,
BINDALAGRO,EQ,14.95,14.95,13.9,14,13.9,14.35,24557,350446.5,31-JAN-2020,111,INE143A01010,
BLISSGVS,EQ,142.55,144.85,142.5,143.75,143.4,142.7,409744,58872184.15,29-JAN-2020,1665,INE416D01022,
BINDALAGRO,EQ,15,15.15,14.3,14.35,14.3,14.85,30541,440117.55,30-JAN-2020,86,INE143A01010,
BIOCON,EQ,295.5,298.7,290.6,294.35,293.75,295.35,1949668,575646147.7,31-JAN-2020,28114,INE376G01013,
BLKASHYAP,EQ,9.4,9.4,9.05,9.05,9.05,9.2,7832,72105.4,29-JAN-2020,64,INE350H01032,
BIOCON,EQ,296.85,299.8,293,295.35,294.5,297.45,3150843,934396070.85,30-JAN-2020,50526,INE376G01013,
BIOFILCHEM,BE,12.4,12.4,12,12.3,12.3,12.4,3168,38598.85,31-JAN-2020,48,INE829A01014,
BLS,EQ,67,68.7,66.5,67.1,67.45,67.45,8543,574122.55,29-JAN-2020,204,INE153T01027,
BIOFILCHEM,BE,11.4,12.5,11.4,12.4,12.45,11.95,15247,185119.95,30-JAN-2020,81,INE829A01014,
BIRLACABLE,EQ,57.45,59.2,56.55,57.1,56.85,57.45,25731,1473656.65,31-JAN-2020,581,INE800A01015,
BLUEBLENDS,BE,0.75,0.75,0.7,0.7,0.7,0.75,1045,736.5,29-JAN-2020,5,INE113O01014,
BIRLACABLE,EQ,58.35,58.35,56.5,57.45,57.6,58.55,35091,2011653.55,30-JAN-2020,582,INE800A01015,
BIRLACORPN,EQ,765,804,751.9,796.5,793.5,763.6,273122,215538256.55,31-JAN-2020,16427,INE340A01012,
BLUEDART,EQ,2602,2784,2602,2733.85,2723.1,2636.65,11887,32177701.65,29-JAN-2020,2162,INE233B01017,
BIRLACORPN,EQ,756.2,767,741.25,763.6,761,751.25,305321,231483304.15,30-JAN-2020,12328,INE340A01012,
BIRLAMONEY,EQ,34.5,34.8,33.2,34,34.2,34.4,87787,3000072,31-JAN-2020,823,INE865C01022,
BLUESTARCO,EQ,854,887.55,832.05,842.65,840.5,849.9,236097,203344065.3,29-JAN-2020,14014,INE472A01039,
BIRLAMONEY,EQ,35.4,35.4,34.15,34.4,34.4,34.85,59813,2063677.35,30-JAN-2020,723,INE865C01022,
BKMINDST,EQ,0.5,0.55,0.5,0.55,0.55,0.55,6070,3036,31-JAN-2020,6,INE831Q01016,
BODALCHEM,EQ,74.15,74.75,73.15,73.85,73.45,73.4,112731,8325457.6,29-JAN-2020,1238,INE338D01028,
BKMINDST,EQ,0.5,0.55,0.5,0.55,0.55,0.55,41936,20983,30-JAN-2020,5,INE831Q01016,
BLBLIMITED,EQ,5.15,5.15,4.8,4.85,4.85,4.95,1129,5556.9,31-JAN-2020,12,INE791A01024,
BOHRA,SM,1.3,1.3,1.3,1.3,1.3,1.35,4000,5200,29-JAN-2020,1,INE802W01015,
BLBLIMITED,EQ,4.8,5.1,4.8,4.95,5,5.05,34007,169373.2,30-JAN-2020,84,INE791A01024,
BLISSGVS,EQ,143,144.4,139.05,141.95,143.9,142.9,182361,26053752.95,31-JAN-2020,2133,INE416D01022,
BOMDYEING,EQ,91.8,98.4,91.2,97.45,97.8,90.95,13019261,1245845214.45,29-JAN-2020,57810,INE032A01023,
BLISSGVS,EQ,144.35,144.4,142.3,142.9,142.85,143.75,315258,45059477.2,30-JAN-2020,1350,INE416D01022,
BLKASHYAP,EQ,9,9.05,8.9,9,8.9,9,41650,374229.75,31-JAN-2020,85,INE350H01032,
BOROSIL,EQ,174.55,179.8,173.5,178.4,178.25,173.2,81691,14471627.75,29-JAN-2020,1907,INE666D01022,
BLKASHYAP,EQ,9.15,9.35,8.9,9,9,9.05,41743,380006.7,30-JAN-2020,109,INE350H01032,
BLS,EQ,66,67.9,65.95,66.45,66.5,66,7594,508547.6,31-JAN-2020,211,INE153T01027,
BOSCHLTD,EQ,14690,14886.95,14665.45,14737.55,14707.2,14689.55,14115,208559615.6,29-JAN-2020,4942,INE323A01026,
BLS,EQ,67.1,67.1,64.9,66,66.05,67.1,19410,1275604.75,30-JAN-2020,479,INE153T01027,
BLUEBLENDS,BE,0.7,0.7,0.7,0.7,0.7,0.7,657,459.9,31-JAN-2020,5,INE113O01014,
BPCL,EQ,483.95,486.9,476.65,479.05,478.65,480.95,7132327,3439641889.75,29-JAN-2020,78973,INE029A01011,
BLUEBLENDS,BE,0.7,0.7,0.65,0.7,0.7,0.7,693,460.1,30-JAN-2020,5,INE113O01014,
BLUEDART,EQ,2718,2750,2612.7,2721.25,2702.25,2694.3,7906,21282135.9,31-JAN-2020,1793,INE233B01017,
BPL,EQ,22,22.5,22,22.2,22.05,22.05,71593,1587587.3,29-JAN-2020,696,INE110A01019,
BLUEDART,EQ,2705,2750,2652,2694.3,2685.6,2733.85,3157,8538795.35,30-JAN-2020,971,INE233B01017,
BLUESTARCO,EQ,847,847.9,820,839.75,831.35,836.3,166098,138464563.7,31-JAN-2020,8234,INE472A01039,
BRFL,EQ,4.1,4.25,4,4,4,4.2,68189,276284.7,29-JAN-2020,68,INE589G01011,
BLUESTARCO,EQ,853,853,831.1,836.3,837,842.65,112035,93943068.55,30-JAN-2020,5376,INE472A01039,
BODALCHEM,EQ,73.55,74,72.2,73.15,73.5,72.85,148072,10824736.35,31-JAN-2020,1760,INE338D01028,
BRIGADE,EQ,231.65,233.6,226.6,228.55,227.8,230.05,75598,17512245.4,29-JAN-2020,1737,INE791I01019,
BODALCHEM,EQ,73.5,74.15,72.4,72.85,72.5,73.85,99714,7317348.55,30-JAN-2020,1512,INE338D01028,
